action_id,benchmark_required,candidate_only_warning,change_id,change_type,cycle4_criterion,cycle4_title,department_candidate,evidence_focus,notice_required,preparation_task,priority,risk_level,section_type,source_id_3,source_id_4,verification_status,action_type,primary_department,support_departments,data_period,metric_or_threshold,evidence_link,confirmed_by,confirmed_at,source_support_level,official_confirmation_needed
act_00533,false,Department/risk values are operational candidates for review.,chg_00860,신설후보,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",산식/기준산정,true,주요 점검사항 항목 검토 및 준비: 전임교원과 비전임교원의 인원수 및 비율,1,high,checkpoints,,c4__3_1__checkpoints__item:3.sub:001,needs_review,new_requirement_review,교무처,교원인사 담당부서,,비율,c4__3_1__checkpoints__item:3.sub:001,,,source_json_single_side_review,true
act_00534,false,Department/risk values are operational candidates for review.,chg_00861,신설후보,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 전임교원 신규 임용 현황,1,high,checkpoints,,c4__3_1__checkpoints__item:3.sub:002,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_1__checkpoints__item:3.sub:002,,,source_json_single_side_review,true
act_00535,false,Department/risk values are operational candidates for review.,chg_00862,신설후보,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 대학의 교원 임용정책에 따라 교원의 유형별 임용목적에 맞게 업무를 적절히 부여하고 있는가,1,high,checkpoints,,c4__3_1__checkpoints__item:4,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_1__checkpoints__item:4,,,source_json_single_side_review,true
act_00536,false,Department/risk values are operational candidates for review.,chg_00863,신설후보,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 대학의 교원 임용정책에 따른 교원의 유형별 임용목적,1,high,checkpoints,,c4__3_1__checkpoints__item:4.sub:001,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_1__checkpoints__item:4.sub:001,,,source_json_single_side_review,true
act_00537,false,Department/risk values are operational candidates for review.,chg_00864,신설후보,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,"주요 점검사항 항목 검토 및 준비: 교원의 유형별 업무 특성: 첨단분야 교육 및 연구, 수업 운영 등",1,high,checkpoints,,c4__3_1__checkpoints__item:4.sub:002,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_1__checkpoints__item:4.sub:002,,,source_json_single_side_review,true
act_00538,false,Department/risk values are operational candidates for review.,chg_00866,삭제/이동후보,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",증빙,true,주요 점검사항 항목 검토 및 준비: 교원 임용을 공개적으로 진행하고 관련 자료를 확보하고 있는가,1,high,checkpoints,c3__3_1__checkpoints__item:3,,needs_review,deletion_or_move_review,교무처,교원인사 담당부서,,,c3__3_1__checkpoints__item:3,,,source_json_single_side_review,true
act_00539,false,Department/risk values are operational candidates for review.,chg_00867,변경,3.2,교원 인사 및 업적평가,"교무처, 교원인사 담당부서",증빙,true,"주요 점검사항 항목 검토 및 준비: 교원 인사 규정에 근거하여 승진, 재임용, 정년보장임용이 공정한 절차에 의해 합리적으로 이루어지고 있는가",2,medium,checkpoints,c3__3_2__checkpoints__item:1,c4__3_2__checkpoints__item:1,candidate,evidence_preparation_update,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:1,,,source_json_comparative_candidate,true
act_00540,false,Department/risk values are operational candidates for review.,chg_00868,신설후보,3.2,교원 인사 및 업적평가,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 직급별 교원 현황,1,high,checkpoints,,c4__3_2__checkpoints__item:1.sub:001,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:1.sub:001,,,source_json_single_side_review,true
act_00541,false,Department/risk values are operational candidates for review.,chg_00869,신설후보,3.2,교원 인사 및 업적평가,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,"주요 점검사항 항목 검토 및 준비: 승진, 재임용, 정년보장임용 절차 및 심사기준 등",1,high,checkpoints,,c4__3_2__checkpoints__item:1.sub:002,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:1.sub:002,,,source_json_single_side_review,true
act_00542,false,Department/risk values are operational candidates for review.,chg_00870,변경,3.2,교원 인사 및 업적평가,"교무처, 교원인사 담당부서",증빙,true,"주요 점검사항 항목 검토 및 준비: 교원업적평가 규정에 근거하여 업적평가를 합리적으로 운영하고 평가 결과를 승진, 재임용, 포상 등에 반영하고 있는가",2,medium,checkpoints,c3__3_2__checkpoints__item:2,c4__3_2__checkpoints__item:2,candidate,evidence_preparation_update,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:2,,,source_json_comparative_candidate,true
act_00543,false,Department/risk values are operational candidates for review.,chg_00871,신설후보,3.2,교원 인사 및 업적평가,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 전체 전임교원에 대한 평가 여부,1,high,checkpoints,,c4__3_2__checkpoints__item:2.sub:001,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:2.sub:001,,,source_json_single_side_review,true
act_00544,false,Department/risk values are operational candidates for review.,chg_00872,신설후보,3.2,교원 인사 및 업적평가,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,"주요 점검사항 항목 검토 및 준비: 평가영역, 평가대상, 평가주기, 평가요소, 평가항목 및 배점 기준, 평가위원회 등",1,high,checkpoints,,c4__3_2__checkpoints__item:2.sub:002,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:2.sub:002,,,source_json_single_side_review,true
act_00545,false,Department/risk values are operational candidates for review.,chg_00873,신설후보,3.2,교원 인사 및 업적평가,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 교원의 활동 영역 및 학문적 특성의 반영 여부,1,high,checkpoints,c3__3_2__checkpoints__item:3,c4__3_2__checkpoints__item:2.sub:003,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:2.sub:003,,,source_json_comparative_candidate,true
act_00546,false,Department/risk values are operational candidates for review.,chg_00874,신설후보,3.2,교원 인사 및 업적평가,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 평가 결과 활용의 제도화 여부 등,1,high,checkpoints,,c4__3_2__checkpoints__item:2.sub:004,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:2.sub:004,,,source_json_single_side_review,true
act_00547,false,Department/risk values are operational candidates for review.,chg_00875,변경,3.2,교원 인사 및 업적평가,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,"주요 점검사항 항목 검토 및 준비: 교원 인사 및 업적평가 결과에 대한 이의신청 절차가 합리적이며, 적절하게 시행되고 있는가",2,medium,checkpoints,c3__3_2__checkpoints__item:4,c4__3_2__checkpoints__item:3,candidate,content_change_review,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:3,,,source_json_comparative_candidate,true
act_00548,false,Department/risk values are operational candidates for review.,chg_00876,신설후보,3.2,교원 인사 및 업적평가,"교무처, 교원인사 담당부서",증빙,true,"주요 점검사항 항목 검토 및 준비: 결과 공개, 이의신청, 재심 등 제반 절차에 관한 규정 및 시행 여부 등",1,high,checkpoints,,c4__3_2__checkpoints__item:3.sub:001,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:3.sub:001,,,source_json_single_side_review,true
act_00549,false,Department/risk values are operational candidates for review.,chg_00877,변경,3.2,교원 인사 및 업적평가,"교무처, 교원인사 담당부서",증빙,true,주요 점검사항 항목 검토 및 준비: 교원 인사 및 업적평가 제도 관련 규정 개정 시 교원의 의견 수렴을 거쳐 적절하게 수정·보완하고 있는가,2,medium,checkpoints,c3__3_2__checkpoints__item:6,c4__3_2__checkpoints__item:4,candidate,evidence_preparation_update,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:4,,,source_json_comparative_candidate,true
act_00550,false,Department/risk values are operational candidates for review.,chg_00878,삭제/이동후보,3.2,교원 인사 및 업적평가,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,"주요 점검사항 항목 검토 및 준비: 교원업적평가 결과를 승진, 재임용, 포상 등에 반영하고 있는가",2,medium,checkpoints,c3__3_2__checkpoints__item:5,,needs_review,deletion_or_move_review,교무처,교원인사 담당부서,,,c3__3_2__checkpoints__item:5,,,source_json_single_side_review,true
act_00551,false,Department/risk values are operational candidates for review.,chg_00881,신설후보,3.3,교원 처우 및 복지,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,"주요 점검사항 항목 검토 및 준비: 교원의 트랙별, 유형별 보수체계, 지급항목의 구성 및 책정 기준 등",1,high,checkpoints,,c4__3_3__checkpoints__item:2.sub:001,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_3__checkpoints__item:2.sub:001,,,source_json_single_side_review,true
act_00552,false,Department/risk values are operational candidates for review.,chg_00882,변경,3.3,교원 처우 및 복지,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 교원의 최저보수 수준이 대학 실정에 비추어 볼 때 적절한가,2,medium,checkpoints,c3__3_3__checkpoints__item:3,c4__3_3__checkpoints__item:3,candidate,content_change_review,교무처,교원인사 담당부서,,,c4__3_3__checkpoints__item:3,,,source_json_comparative_candidate,true
act_00553,false,Department/risk values are operational candidates for review.,chg_00883,신설후보,3.3,교원 처우 및 복지,"교무처, 교원인사 담당부서",산식/기준산정,true,"주요 점검사항 항목 검토 및 준비: 트랙별, 직급별 최저, 최고, 평균 연봉",1,high,checkpoints,,c4__3_3__checkpoints__item:3.sub:001,needs_review,new_requirement_review,교무처,교원인사 담당부서,,평균,c4__3_3__checkpoints__item:3.sub:001,,,source_json_single_side_review,true
act_00554,false,Department/risk values are operational candidates for review.,chg_00884,신설후보,3.3,교원 처우 및 복지,"교무처, 교원인사 담당부서",산식/기준산정,true,주요 점검사항 항목 검토 및 준비: 정년트랙 대비 비정년트랙 최저보수 비율 등을 점검함,1,high,checkpoints,,c4__3_3__checkpoints__item:3.sub:002,needs_review,new_requirement_review,교무처,교원인사 담당부서,,비율,c4__3_3__checkpoints__item:3.sub:002,,,source_json_single_side_review,true
act_00555,false,Department/risk values are operational candidates for review.,chg_00885,변경,3.3,교원 처우 및 복지,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 보수 이외에 교원을 위한 편의(복지 및 단체활동 지원 등)를 공평하고 적절하게 제공하고 있는가,2,medium,checkpoints,c3__3_3__checkpoints__item:4,c4__3_3__checkpoints__item:4,candidate,content_change_review,교무처,교원인사 담당부서,,,c4__3_3__checkpoints__item:4,,,source_json_comparative_candidate,true
act_00556,false,Department/risk values are operational candidates for review.,chg_00886,신설후보,3.3,교원 처우 및 복지,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 강사를 위한 편의 제공 포함,1,high,checkpoints,,c4__3_3__checkpoints__item:4.sub:001,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_3__checkpoints__item:4.sub:001,,,source_json_single_side_review,true
act_00557,false,Department/risk values are operational candidates for review.,chg_00887,신설후보,3.3,교원 처우 및 복지,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 관련 예산 집행 실적 등,1,high,checkpoints,,c4__3_3__checkpoints__item:4.sub:002,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_3__checkpoints__item:4.sub:002,,,source_json_single_side_review,true
act_00558,false,Department/risk values are operational candidates for review.,chg_00888,신설후보,3.3,교원 처우 및 복지,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 전체 전임교원에 대해 복지 프로그램의 공평한 제공 여부 확인,1,high,checkpoints,,c4__3_3__checkpoints__item:4.sub:003,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_3__checkpoints__item:4.sub:003,,,source_json_single_side_review,true
act_00559,false,Department/risk values are operational candidates for review.,chg_00889,유지,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정;실적기간,true,주요 점검사항 항목 검토 및 준비: 전임교원 1인당 교내연구비의 최근 3년간 평균이 기준값을 충족하는가,1,high,checkpoints,c3__3_4__checkpoints__item:1,c4__3_4__checkpoints__item:1,needs_review,metric_or_standard_update,연구처,교무처,최근 3년,3년;기준값;평균,c4__3_4__checkpoints__item:1,,,source_json_comparative_candidate,true
act_00560,false,Department/risk values are operational candidates for review.,chg_00890,변경,3.4,교원의 연구활동 및 성과,"연구처, 교무처",관련 규정·운영자료·실적자료 확인,true,"주요 점검사항 항목 검토 및 준비: 교원의 연구 발표, 학회참여 등 연구 활동을 적절하게 지원하고 있는가",1,high,checkpoints,c3__3_4__checkpoints__item:2,c4__3_4__checkpoints__item:2,needs_review,content_change_review,연구처,교무처,,,c4__3_4__checkpoints__item:2,,,source_json_comparative_candidate,true
act_00561,false,Department/risk values are operational candidates for review.,chg_00891,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",관련 규정·운영자료·실적자료 확인,true,"주요 점검사항 항목 검토 및 준비: 학회 출장 지원, 논문게재료 지원, 학술회의 지원 등",1,high,checkpoints,,c4__3_4__checkpoints__item:2.sub:001,needs_review,new_requirement_review,연구처,교무처,,,c4__3_4__checkpoints__item:2.sub:001,,,source_json_single_side_review,true
act_00562,false,Department/risk values are operational candidates for review.,chg_00892,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정,true,"주요 점검사항 항목 검토 및 준비: 예술계열 교수 비율 50% 이상인 대학의 경우, 공연 및 전시 활동 지원 등을 포함함",1,high,checkpoints,,c4__3_4__checkpoints__item:2.sub:002,needs_review,new_requirement_review,연구처,교무처,,50%;비율,c4__3_4__checkpoints__item:2.sub:002,,,source_json_single_side_review,true
act_00563,false,Department/risk values are operational candidates for review.,chg_00893,변경,3.4,교원의 연구활동 및 성과,"연구처, 교무처",증빙,true,주요 점검사항 항목 검토 및 준비: 교원의 연구 역량 제고를 위해 연구년제를 합리적인 규정에 따라 적절하게 운영하고 있는가,1,high,checkpoints,c3__3_4__checkpoints__item:5,c4__3_4__checkpoints__item:3,needs_review,evidence_preparation_update,연구처,교무처,,,c4__3_4__checkpoints__item:3,,,source_json_comparative_candidate,true
act_00564,false,Department/risk values are operational candidates for review.,chg_00894,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 연구년제 참여율(연구년제 대상 전체 교원 대비 참여 교원 수),1,high,checkpoints,,c4__3_4__checkpoints__item:3.sub:001,needs_review,new_requirement_review,연구처,교무처,,,c4__3_4__checkpoints__item:3.sub:001,,,source_json_single_side_review,true
act_00565,false,Department/risk values are operational candidates for review.,chg_00895,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정,true,"주요 점검사항 항목 검토 및 준비: 연구년제 참여율에 대한 최소 권장 비율: 연구년제 대상 전체 교원 수에 따라 차등 적용함(50명 이하 1.0%, 100명 이하 1.5%, 200명 이하 2%, 200명 초과 3%)",1,high,checkpoints,,c4__3_4__checkpoints__item:3.sub:002,needs_review,new_requirement_review,연구처,교무처,,50명;1.0%;100명;1.5%;200명;2%;3%;비율,c4__3_4__checkpoints__item:3.sub:002,,,source_json_single_side_review,true
act_00566,false,Department/risk values are operational candidates for review.,chg_00896,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",관련 규정·운영자료·실적자료 확인,true,"주요 점검사항 항목 검토 및 준비: 대학의 연구년제 참여율, 연구년제 조건, 운영 현황, 연구년제 활성화 계획 등 대학 실정과 노력을 확인함",1,high,checkpoints,,c4__3_4__checkpoints__item:3.sub:003,needs_review,new_requirement_review,연구처,교무처,,,c4__3_4__checkpoints__item:3.sub:003,,,source_json_single_side_review,true
act_00567,false,Department/risk values are operational candidates for review.,chg_00897,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정;실적기간,true,"주요 점검사항 항목 검토 및 준비: 전임교원 1인당 등재(후보)지 논문, SCI급 논문, 저역서, 교외연구비 실적에 대해 각 지표의 기준값 대비 실적의 합이 기준값을 충족하는가",1,high,checkpoints,c3__5_3__checkpoints__item:1,c4__3_4__checkpoints__item:4,needs_review,new_requirement_review,연구처,교무처,,기준값,c4__3_4__checkpoints__item:4,,,source_json_comparative_candidate,true
act_00568,false,Department/risk values are operational candidates for review.,chg_00898,변경,3.4,교원의 연구활동 및 성과,"연구처, 교무처",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 대학 내 연구자의 연구윤리 확립을 위한 노력이 적절한가,1,high,checkpoints,c3__5_3__checkpoints__item:6,c4__3_4__checkpoints__item:5,needs_review,content_change_review,연구처,교무처,,,c4__3_4__checkpoints__item:5,,,source_json_comparative_candidate,true
act_00569,false,Department/risk values are operational candidates for review.,chg_00899,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",증빙,true,"주요 점검사항 항목 검토 및 준비: 연구윤리 관련 규정, 연구윤리위원회 구성 및 운영 실적, 연구윤리 교육 실적 등을 확인함",1,high,checkpoints,,c4__3_4__checkpoints__item:5.sub:001,needs_review,new_requirement_review,연구처,교무처,,,c4__3_4__checkpoints__item:5.sub:001,,,source_json_single_side_review,true
act_00570,false,Department/risk values are operational candidates for review.,chg_00900,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",관련 규정·운영자료·실적자료 확인,true,"주요 점검사항 항목 검토 및 준비: 연구자는 전임교원과 비전임교원이 해당되며, 대학원생의 포함을 권장함",1,high,checkpoints,,c4__3_4__checkpoints__item:5.sub:002,needs_review,new_requirement_review,연구처,교무처,,,c4__3_4__checkpoints__item:5.sub:002,,,source_json_single_side_review,true
act_00571,false,Department/risk values are operational candidates for review.,chg_00901,삭제후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 교원의 교육 역량 제고를 위한 프로그램을 적절하게 운영하고 있는가,1,high,checkpoints,c3__3_4__checkpoints__item:3,,needs_review,deletion_or_move_review,연구처,교무처,,,c3__3_4__checkpoints__item:3,,,source_json_single_side_review,true
act_00572,false,Department/risk values are operational candidates for review.,chg_00902,삭제후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",관련 규정·운영자료·실적자료 확인,true,"주요 점검사항 항목 검토 및 준비: 교원의 요구분석을 통해 관련 프로그램을 개발하고, 만족도 조사 결과를 반영하여 개선하고 있는가",1,high,checkpoints,c3__3_4__checkpoints__item:4,,needs_review,deletion_or_move_review,연구처,교무처,,,c3__3_4__checkpoints__item:4,,,source_json_single_side_review,true
act_00573,false,Department/risk values are operational candidates for review.,chg_00903,삭제후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 실험·실습·실기 등의 교육 및 연구활동을 지원하기 위한 인력을 확보하고 있는가,1,high,checkpoints,c3__3_4__checkpoints__item:6,,needs_review,deletion_or_move_review,연구처,교무처,,,c3__3_4__checkpoints__item:6,,,source_json_single_side_review,true
act_00574,false,Department/risk values are operational candidates for review.,chg_00904,삭제/이동후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정;실적기간,true,주요 점검사항 항목 검토 및 준비: 전임교원 1인당 SCI급 논문 실적의 최근 3년간 평균이 기준값을 충족하고 있는가,1,high,checkpoints,c3__5_3__checkpoints__item:2,,needs_review,deletion_or_move_review,연구처,교무처,최근 3년,3년;기준값;평균,c3__5_3__checkpoints__item:2,,,source_json_single_side_review,true
act_00575,false,Department/risk values are operational candidates for review.,chg_00905,삭제/이동후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정;실적기간,true,주요 점검사항 항목 검토 및 준비: 전임교원 1인당 저역서 실적의 최근 3년간 평균이 기준값을 충족하고 있는가,1,high,checkpoints,c3__5_3__checkpoints__item:3,,needs_review,deletion_or_move_review,연구처,교무처,최근 3년,3년;기준값;평균,c3__5_3__checkpoints__item:3,,,source_json_single_side_review,true
act_00576,false,Department/risk values are operational candidates for review.,chg_00906,삭제/이동후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정;실적기간,true,주요 점검사항 항목 검토 및 준비: 전임교원 1인당 교외연구비의 최근 3년간 평균이 기준값을 충족하고 있는가,1,high,checkpoints,c3__5_3__checkpoints__item:4,,needs_review,deletion_or_move_review,연구처,교무처,최근 3년,3년;기준값;평균,c3__5_3__checkpoints__item:4,,,source_json_single_side_review,true
act_00577,false,Department/risk values are operational candidates for review.,chg_00907,삭제/이동후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량,true,주요 점검사항 항목 검토 및 준비: 각 지표의 기준값 대비 실적의 합이 기준값을 충족하고 있는가,1,high,checkpoints,c3__5_3__checkpoints__item:5,,needs_review,deletion_or_move_review,연구처,교무처,,기준값,c3__5_3__checkpoints__item:5,,,source_json_single_side_review,true
act_00578,false,Department/risk values are operational candidates for review.,chg_00909,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",증빙,true,주요 점검사항 항목 검토 및 준비: 직원 인사 규정에 근거하여 직원 채용을 공개적으로 진행하고 채용 절차를 단계별로 실시하고 있는가,1,high,checkpoints,c3__3_5__checkpoints__item:2,c4__3_5__checkpoints__item:2,needs_review,new_requirement_review,총무처,직원인사 담당부서,,,c4__3_5__checkpoints__item:2,,,source_json_comparative_candidate,true
act_00579,false,Department/risk values are operational candidates for review.,chg_00910,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 초빙 공고 등,1,high,checkpoints,,c4__3_5__checkpoints__item:2.sub:001,needs_review,new_requirement_review,총무처,직원인사 담당부서,,,c4__3_5__checkpoints__item:2.sub:001,,,source_json_single_side_review,true
act_00580,false,Department/risk values are operational candidates for review.,chg_00912,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",산식/기준산정,true,주요 점검사항 항목 검토 및 준비: 비정규직 인원 비율 및 업무 내용(업무분장표) 등,1,high,checkpoints,,c4__3_5__checkpoints__item:3.sub:001,needs_review,new_requirement_review,총무처,직원인사 담당부서,,비율,c4__3_5__checkpoints__item:3.sub:001,,,source_json_single_side_review,true
act_00581,false,Department/risk values are operational candidates for review.,chg_00913,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 정규직에 무기계약직을 포함함,1,high,checkpoints,,c4__3_5__checkpoints__item:3.sub:002,needs_review,new_requirement_review,총무처,직원인사 담당부서,,,c4__3_5__checkpoints__item:3.sub:002,,,source_json_single_side_review,true
act_00582,false,Department/risk values are operational candidates for review.,chg_00914,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",증빙,true,"주요 점검사항 항목 검토 및 준비: 규정에 근거하여 직원평가를 합리적으로 운영하고 직원평가 결과를 승진, 재임용, 포상 등에 반영하고 있는가",1,high,checkpoints,c3__3_5__checkpoints__item:5,c4__3_5__checkpoints__item:4,needs_review,new_requirement_review,총무처,직원인사 담당부서,,,c4__3_5__checkpoints__item:4,,,source_json_comparative_candidate,true
act_00583,false,Department/risk values are operational candidates for review.,chg_00915,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 평정요소 및 배점의 구성,1,high,checkpoints,,c4__3_5__checkpoints__item:4.sub:001,needs_review,new_requirement_review,총무처,직원인사 담당부서,,,c4__3_5__checkpoints__item:4.sub:001,,,source_json_single_side_review,true
act_00584,false,Department/risk values are operational candidates for review.,chg_00916,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 평정 결과에 대한 제도적 보상(승진 및 포상 등),1,high,checkpoints,,c4__3_5__checkpoints__item:4.sub:002,needs_review,new_requirement_review,총무처,직원인사 담당부서,,,c4__3_5__checkpoints__item:4.sub:002,,,source_json_single_side_review,true
act_00585,false,Department/risk values are operational candidates for review.,chg_00917,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 매년 정기적인 실시 여부,1,high,checkpoints,,c4__3_5__checkpoints__item:4.sub:003,needs_review,new_requirement_review,총무처,직원인사 담당부서,,,c4__3_5__checkpoints__item:4.sub:003,,,source_json_single_side_review,true
act_00586,false,Department/risk values are operational candidates for review.,chg_00918,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,주요 점검사항 항목 검토 및 준비: 전체 직원에 대한 평가 여부,1,high,checkpoints,,c4__3_5__checkpoints__item:4.sub:004,needs_review,new_requirement_review,총무처,직원인사 담당부서,,,c4__3_5__checkpoints__item:4.sub:004,,,source_json_single_side_review,true
act_00587,false,Department/risk values are operational candidates for review.,chg_00920,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,"주요 점검사항 항목 검토 및 준비: 직원 인사 및 평가 결과에 대한 이의신청 절차가 합리적이며, 적절하게 시행되고 있는가",2,medium,checkpoints,c3__3_5__checkpoints__item:7,c4__3_5__checkpoints__item:6,needs_review,new_requirement_review,총무처,직원인사 담당부서,,,c4__3_5__checkpoints__item:6,,,source_json_comparative_candidate,true
act_00588,false,Department/risk values are operational candidates for review.,chg_00921,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",증빙,true,"주요 점검사항 항목 검토 및 준비: 결과 통보, 이의신청 및 처리 절차 등 관련 규정의 유무 및 준수 여부",1,high,checkpoints,,c4__3_5__checkpoints__item:6.sub:001,needs_review,new_requirement_review,총무처,직원인사 담당부서,,,c4__3_5__checkpoints__item:6.sub:001,,,source_json_single_side_review,true
act_00589,false,Department/risk values are operational candidates for review.,chg_00922,변경,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,"주요 점검사항 항목 검토 및 준비: 직원 채용제도, 업무 평정 제도, 승진 및 재임용 제도를 적절히 수정·보완하고 있는가",2,medium,checkpoints,c3__3_5__checkpoints__item:9,c4__3_5__checkpoints__item:7,candidate,content_change_review,총무처,직원인사 담당부서,,,c4__3_5__checkpoints__item:7,,,source_json_comparative_candidate,true
act_00590,false,Department/risk values are operational candidates for review.,chg_00923,삭제/이동후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",증빙,true,주요 점검사항 항목 검토 및 준비: 직원 임용을 공개적으로 진행하고 관련 자료를 확보하고 있는가,1,high,checkpoints,c3__3_5__checkpoints__item:3,,needs_review,deletion_or_move_review,총무처,직원인사 담당부서,,,c3__3_5__checkpoints__item:3,,,source_json_single_side_review,true
