candidate_note_3,candidate_note_4,candidate_only_warning,change_categories,change_id,change_type,cycle3_criterion,cycle3_title,cycle4_criterion,cycle4_title,field_name_4,item_path_4,manual_review_required,section_label,section_type,similarity,source_id_3,source_id_4,source_text_3,source_text_4,verification_status,global_match_status,global_candidate_count,review_reason,human_review_status,official_confirmation_needed
,,Change type is heuristic unless verification_status is confirmed.,,chg_00663,유지,1.2,발전계획,1.1,교육목표 및 발전계획,sub_items,item:5.sub:001,false,주요 점검사항,checkpoints,1.000,c3__1_2__checkpoints__item:2.sub:001,c4__1_1__checkpoints__item:5.sub:001,사업 추진 여부,사업 추진 여부,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,,chg_00664,유지,1.2,발전계획,1.1,교육목표 및 발전계획,sub_items,item:5.sub:002,false,주요 점검사항,checkpoints,1.000,c3__1_2__checkpoints__item:2.sub:002,c4__1_1__checkpoints__item:5.sub:002,사업 예산 반영,사업 예산 반영,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
4주기 1.5 item3으로 이동됨 3주기 1.1 item4에서 4주기 1.5 item3으로 이동. '평가'→'진단'으로 변경됨,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00665,이동후보,1.1,교육목표 및 인재상,1.1,교육목표 및 발전계획,,,true,주요 점검사항,checkpoints,,c3__1_1__checkpoints__item:4,,학생학습성과를 제고하기 위하여 어떻게 노력하고 있는가,,needs_review,weak_candidate,5,source_only_delete_or_move_review;needs_review_status,pending,true
,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00666,삭제/이동후보,1.1,교육목표 및 인재상,1.1,교육목표 및 발전계획,,,true,주요 점검사항,checkpoints,,c3__1_1__checkpoints__item:4.sub:001,,인재상에 부합하는 학생역량을 함양하기 위한 전반적인 제도와 프로그램,,needs_review,possible_candidate,1,source_only_delete_or_move_review;needs_review_status,pending,true
,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00667,삭제/이동후보,1.1,교육목표 및 인재상,1.1,교육목표 및 발전계획,,,true,주요 점검사항,checkpoints,,c3__1_1__checkpoints__item:4.sub:002,,학생역량 평가 및 환류 체계,,needs_review,possible_candidate,2,source_only_delete_or_move_review;needs_review_status,pending,true
4주기 1.4(성과관리체계)로 흡수됨,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00668,삭제/이동후보,1.2,발전계획,1.1,교육목표 및 발전계획,,,true,주요 점검사항,checkpoints,,c3__1_2__checkpoints__item:3,,발전계획에 대한 점검 및 환류가 체계적으로 이루어지고 있는가,,needs_review,weak_candidate,5,source_only_delete_or_move_review;needs_review_status,pending,true
,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00669,삭제/이동후보,1.2,발전계획,1.1,교육목표 및 발전계획,,,true,주요 점검사항,checkpoints,,c3__1_2__checkpoints__item:3.sub:001,,"평가주기, 평가 내용, 평가 방법 등",,needs_review,weak_candidate,3,source_only_delete_or_move_review;needs_review_status,pending,true
,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00670,삭제/이동후보,1.2,발전계획,1.1,교육목표 및 발전계획,,,true,주요 점검사항,checkpoints,,c3__1_2__checkpoints__item:3.sub:002,,평가결과 및 환류 실적,,needs_review,weak_candidate,5,source_only_delete_or_move_review;needs_review_status,pending,true
4주기에서 '법령상 위원 및 이사회 운영' → '법령상 위원회 및 이사회 운영'으로 수정. '주요 현안과제' 세부항목 삭제됨,,Change type is heuristic unless verification_status is confirmed.,,chg_00671,유지,1.3,거버넌스,1.2,거버넌스와 감사,items,item:1,false,주요 점검사항,checkpoints,1.000,c3__1_3__checkpoints__item:1,c4__1_2__checkpoints__item:1,대학의 의사결정구조가 합리적인가,대학의 의사결정구조가 합리적인가,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,,chg_00672,유지,1.3,거버넌스,1.2,거버넌스와 감사,sub_items,item:1.sub:001,false,주요 점검사항,checkpoints,1.000,c3__1_3__checkpoints__item:1.sub:001,c4__1_2__checkpoints__item:1.sub:001,법령상 위원회 및 이사회의 법적 요건에 부합하는 위원회 구성 여부,법령상 위원회 및 이사회의 법적 요건에 부합하는 위원회 구성 여부,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,,chg_00673,유지,1.3,거버넌스,1.2,거버넌스와 감사,sub_items,item:1.sub:002,false,주요 점검사항,checkpoints,1.000,c3__1_3__checkpoints__item:1.sub:002,c4__1_2__checkpoints__item:1.sub:002,법령상 위원회 및 이사회의 회의 운영 등과 관련된 투명성 확보 여부,법령상 위원회 및 이사회의 회의 운영 등과 관련된 투명성 확보 여부,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,,chg_00674,유지,1.3,거버넌스,1.2,거버넌스와 감사,sub_items,item:1.sub:003,true,주요 점검사항,checkpoints,0.971,c3__1_3__checkpoints__item:1.sub:003,c4__1_2__checkpoints__item:1.sub:003,법령상 위원 및 이사회 운영의 적절성 여부,법령상 위원회 및 이사회 운영의 적절성 여부,needs_review,not_applicable,0,needs_review_status,pending,true
4주기 item2로 통합. item3의 환류 체계 내용 흡수,,Change type is heuristic unless verification_status is confirmed.,,chg_00675,변경,1.3,거버넌스,1.2,거버넌스와 감사,items,item:2,false,주요 점검사항,checkpoints,0.812,c3__1_3__checkpoints__item:2,c4__1_2__checkpoints__item:2,대학 구성원 참여와 소통을 위한 체계가 합리적이고 추진 실적이 있는가,"대학 구성원 참여와 소통을 위한 체계가 합리적이고, 추진 실적과 주기적 점검 및 환류 체계가 있는가",candidate,not_applicable,0,candidate_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00676,유지,1.3,거버넌스,1.2,거버넌스와 감사,sub_items,item:2.sub:001,false,주요 점검사항,checkpoints,1.000,c3__1_3__checkpoints__item:2.sub:001,c4__1_2__checkpoints__item:2.sub:001,대학 구성원 참여와 소통 체계,대학 구성원 참여와 소통 체계,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,,chg_00677,유지,1.3,거버넌스,1.2,거버넌스와 감사,sub_items,item:2.sub:002,false,주요 점검사항,checkpoints,1.000,c3__1_3__checkpoints__item:2.sub:002,c4__1_2__checkpoints__item:2.sub:002,대학 구성원 참여와 소통 추진 실적,대학 구성원 참여와 소통 추진 실적,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,,chg_00678,변경,1.3,거버넌스,1.2,거버넌스와 감사,sub_items,item:2.sub:003,false,주요 점검사항,checkpoints,0.903,c3__1_3__checkpoints__item:3.sub:001,c4__1_2__checkpoints__item:2.sub:003,대학 구성원 참여와 소통 평가 및 환류 실적,대학 구성원 참여와 소통 환류 실적,candidate,not_applicable,0,candidate_status,pending,true
4주기 1.2 item3으로 이동,,Change type is heuristic unless verification_status is confirmed.,,chg_00679,유지,1.6,감사,1.2,거버넌스와 감사,items,item:3,false,주요 점검사항,checkpoints,1.000,c3__1_6__checkpoints__item:1,c4__1_2__checkpoints__item:3,감사제도를 합리적으로 운영하고 있는가,감사제도를 합리적으로 운영하고 있는가,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00680,유지,1.6,감사,1.2,거버넌스와 감사,sub_items,item:3.sub:001,false,주요 점검사항,checkpoints,1.000,c3__1_6__checkpoints__item:1.sub:001,c4__1_2__checkpoints__item:3.sub:001,규정에 따른 감사 실시 여부,규정에 따른 감사 실시 여부,confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,,chg_00681,유지,1.6,감사,1.2,거버넌스와 감사,sub_items,item:3.sub:002,false,주요 점검사항,checkpoints,1.000,c3__1_6__checkpoints__item:1.sub:002,c4__1_2__checkpoints__item:3.sub:002,자체감사 제도의 구축 및 위원 구성 여부,자체감사 제도의 구축 및 위원 구성 여부,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,,chg_00682,유지,1.6,감사,1.2,거버넌스와 감사,sub_items,item:3.sub:003,false,주요 점검사항,checkpoints,1.000,c3__1_6__checkpoints__item:1.sub:003,c4__1_2__checkpoints__item:3.sub:003,자체감사의 독립성과 활성화 여부,자체감사의 독립성과 활성화 여부,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
4주기 item4로 이동. '최근 3년간' 문구 삭제됨,,Change type is heuristic unless verification_status is confirmed.,,chg_00683,유지,1.6,감사,1.2,거버넌스와 감사,items,item:4,false,주요 점검사항,checkpoints,1.000,c3__1_6__checkpoints__item:2,c4__1_2__checkpoints__item:4,감사 결과를 대학운영에 반영하고 있는가,감사 결과를 대학운영에 반영하고 있는가,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,실적기간,chg_00684,변경,1.6,감사,1.2,거버넌스와 감사,sub_items,item:4.sub:001,false,주요 점검사항,checkpoints,0.878,c3__1_6__checkpoints__item:2.sub:001,c4__1_2__checkpoints__item:4.sub:001,최근 3년간 감사 결과에 따른 제도 개선 등 결과 활용 실적,감사 결과에 따른 제도 개선 등 결과 활용 실적,candidate,not_applicable,0,candidate_status;evidence_or_metric_impact,pending,true
4주기 item5로 이동. '구성원 공개/외부 공개' 분리 → '내·외부 공개 방법과 공개 범위'로 통합됨,,Change type is heuristic unless verification_status is confirmed.,,chg_00685,변경,1.6,감사,1.2,거버넌스와 감사,items,item:5,false,주요 점검사항,checkpoints,0.857,c3__1_6__checkpoints__item:3,c4__1_2__checkpoints__item:5,감사 결과를 공개하고 있는가,감사 결과를 적절하게 공개하고 있는가,candidate,not_applicable,0,candidate_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00686,신설후보,1.6,감사,1.2,거버넌스와 감사,sub_items,item:5.sub:001,true,주요 점검사항,checkpoints,0.643,c3__1_6__checkpoints__item:3.sub:002,c4__1_2__checkpoints__item:5.sub:001,감사결과의 외부 공개 여부,감사결과의 내·외부 공개 방법과 공개 범위,needs_review,weak_candidate,5,low_similarity_match;needs_review_status,pending,true
4주기 item6으로 이동. '구축 여부' → '구축 및 운영 여부'로 변경됨,,Change type is heuristic unless verification_status is confirmed.,,chg_00687,변경,1.6,감사,1.2,거버넌스와 감사,items,item:6,false,주요 점검사항,checkpoints,0.830,c3__1_6__checkpoints__item:4,c4__1_2__checkpoints__item:6,공익제보 절차 및 공익제보자 보호 제도를 구축하고 있는가,공익제보 절차 및 공익제보자 보호 제도를 합리적으로 운영하고 있는가,candidate,not_applicable,0,candidate_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00688,유지,1.6,감사,1.2,거버넌스와 감사,sub_items,item:6.sub:001,false,주요 점검사항,checkpoints,1.000,c3__1_6__checkpoints__item:4.sub:001,c4__1_2__checkpoints__item:6.sub:001,공익제보 절차 마련 여부,공익제보 절차 마련 여부,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00689,변경,1.6,감사,1.2,거버넌스와 감사,sub_items,item:6.sub:002,false,주요 점검사항,checkpoints,0.765,c3__1_6__checkpoints__item:4.sub:002,c4__1_2__checkpoints__item:6.sub:002,공익제보자 보호 제도 구축 여부,규정에 따른 공익제보자 보호 제도 구축 및 운영 여부,candidate,not_applicable,0,candidate_status;evidence_or_metric_impact,pending,true
,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00690,삭제/이동후보,1.3,거버넌스,1.2,거버넌스와 감사,,,true,주요 점검사항,checkpoints,,c3__1_3__checkpoints__item:1.sub:004,,대학의 주요 현안과제(예: 구조조정 등) 해결을 위한 의사결정구조의 운영,,needs_review,weak_candidate,1,source_only_delete_or_move_review;needs_review_status,pending,true
4주기 item2로 단일화됨,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00691,삭제/이동후보,1.3,거버넌스,1.2,거버넌스와 감사,,,true,주요 점검사항,checkpoints,,c3__1_3__checkpoints__item:3,,대학 구성원 참여와 소통 관련 주기적인 점검 및 환류 체계가 있는가,,needs_review,possible_candidate,5,source_only_delete_or_move_review;needs_review_status,pending,true
,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00692,삭제/이동후보,1.6,감사,1.2,거버넌스와 감사,,,true,주요 점검사항,checkpoints,,c3__1_6__checkpoints__item:3.sub:001,,감사결과의 대학 구성원 공개 여부,,needs_review,weak_candidate,5,source_only_delete_or_move_review;needs_review_status,pending,true
4주기에서 '세입 중 법인전입금 비율(사립대)' → '법인 책무성(사립대학)'으로 변경. 기준값 산정방식 3가지 중 택1로 확대됨,,Change type is heuristic unless verification_status is confirmed.,기준값/정량;산식/기준산정;실적기간,chg_00693,변경,1.4,재정 확보,1.3,재정 확보 및 집행,items,item:1,false,주요 점검사항,checkpoints,0.867,c3__1_4__checkpoints__item:1,c4__1_3__checkpoints__item:1,"세입 중 등록금 비율, 세입 중 기부금비율, 세입 중 법인전입금 비율(사립대)의 최근 3년간 평균이 기준값을 충족하는가","세입 중 등록금 비율, 세입 중 기부금 비율, 법인 책무성(사립대학)의 최근 3년간 평균이 기준값을 충족하는가",candidate,not_applicable,0,candidate_status;evidence_or_metric_impact,pending,true
4주기 1.3 item2로 이동,,Change type is heuristic unless verification_status is confirmed.,실적기간,chg_00694,유지,1.4,재정 확보,1.3,재정 확보 및 집행,items,item:2,false,주요 점검사항,checkpoints,1.000,c3__1_4__checkpoints__item:2,c4__1_3__checkpoints__item:2,최근 3년간 재원별 확보 추이가 적절한가,최근 3년간 재원별 확보 추이가 적절한가,confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
4주기 1.3 item3으로 이동,,Change type is heuristic unless verification_status is confirmed.,,chg_00695,유지,1.4,재정 확보,1.3,재정 확보 및 집행,items,item:3,false,주요 점검사항,checkpoints,1.000,c3__1_4__checkpoints__item:3,c4__1_3__checkpoints__item:3,다양한 재원 확보를 위해 노력하고 있는가,다양한 재원 확보를 위해 노력하고 있는가,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
4주기 1.3 item4로 이동,,Change type is heuristic unless verification_status is confirmed.,,chg_00696,유지,1.4,재정 확보,1.3,재정 확보 및 집행,items,item:4,false,주요 점검사항,checkpoints,1.000,c3__1_4__checkpoints__item:4,c4__1_3__checkpoints__item:4,각 재원들을 지속적으로 확보할 수 있는가,각 재원들을 지속적으로 확보할 수 있는가,confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
4주기 1.3 item5로 이동,,Change type is heuristic unless verification_status is confirmed.,기준값/정량;산식/기준산정;실적기간,chg_00697,유지,1.5,재정 집행,1.3,재정 확보 및 집행,items,item:5,true,주요 점검사항,checkpoints,1.000,c3__1_5__checkpoints__item:1,c4__1_3__checkpoints__item:5,교육비 환원율의 최근 3년간 평균이 기준값을 충족하는가,교육비 환원율의 최근 3년간 평균이 기준값을 충족하는가,needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true
4주기 1.3 item6으로 이동,,Change type is heuristic unless verification_status is confirmed.,,chg_00698,유지,1.5,재정 집행,1.3,재정 확보 및 집행,items,item:6,true,주요 점검사항,checkpoints,1.000,c3__1_5__checkpoints__item:2,c4__1_3__checkpoints__item:6,예산을 합리적으로 편성하고 있는가,예산을 합리적으로 편성하고 있는가,needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00699,유지,1.5,재정 집행,1.3,재정 확보 및 집행,sub_items,item:6.sub:001,true,주요 점검사항,checkpoints,1.000,c3__1_5__checkpoints__item:2.sub:001,c4__1_3__checkpoints__item:6.sub:001,대학발전계획과 연계하여 예산을 편성하고 있는가,대학발전계획과 연계하여 예산을 편성하고 있는가,needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00700,유지,1.5,재정 집행,1.3,재정 확보 및 집행,sub_items,item:6.sub:002,true,주요 점검사항,checkpoints,1.000,c3__1_5__checkpoints__item:2.sub:002,c4__1_3__checkpoints__item:6.sub:002,"규정을 준수하고, 구성원의 의견을 수렴하여 예산을 편성하고 있는가","규정을 준수하고, 구성원의 의견을 수렴하여 예산을 편성하고 있는가",needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true
4주기 1.3 item7으로 이동,,Change type is heuristic unless verification_status is confirmed.,,chg_00701,유지,1.5,재정 집행,1.3,재정 확보 및 집행,items,item:7,true,주요 점검사항,checkpoints,1.000,c3__1_5__checkpoints__item:3,c4__1_3__checkpoints__item:7,예산을 적절하게 집행하고 있는가,예산을 적절하게 집행하고 있는가,needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status,pending,true
4주기 1.3 item8으로 이동,,Change type is heuristic unless verification_status is confirmed.,,chg_00702,유지,1.5,재정 집행,1.3,재정 확보 및 집행,items,item:8,true,주요 점검사항,checkpoints,1.000,c3__1_5__checkpoints__item:4,c4__1_3__checkpoints__item:8,예산 집행 결과를 평가하여 환류하고 있는가,예산 집행 결과를 평가하여 환류하고 있는가,needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status,pending,true
4주기 1.4 item1으로 이동. '교육 전반'→'교육·연구 전반'으로 변경됨,,Change type is heuristic unless verification_status is confirmed.,,chg_00703,변경,5.1,성과관리,1.4,성과관리체계 구축 및 운영,items,item:1,false,주요 점검사항,checkpoints,0.969,c3__5_1__checkpoints__item:1,c4__1_4__checkpoints__item:1,대학경영 및 교육 전반의 질 관리를 위한 대학 성과관리체계 구축이 적절한가,대학경영 및 교육·연구 전반의 질 관리를 위한 대학 성과관리체계 구축이 적절한가,candidate,not_applicable,0,candidate_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00704,변경,5.1,성과관리,1.4,성과관리체계 구축 및 운영,sub_items,item:1.sub:001,false,주요 점검사항,checkpoints,0.783,c3__5_1__checkpoints__item:1.sub:001,c4__1_4__checkpoints__item:1.sub:001,"관련 규정, 조직, 인력 등","관련 규정, 조직 및 인력 구성 현황 등",candidate,not_applicable,0,candidate_status;evidence_or_metric_impact,pending,true
4주기 1.4 item5로 이동,신규 추가,Change type is heuristic unless verification_status is confirmed.,,chg_00705,신설후보,5.1,성과관리,1.4,성과관리체계 구축 및 운영,items,item:2,true,주요 점검사항,checkpoints,0.653,c3__5_1__checkpoints__item:2,c4__1_4__checkpoints__item:2,대학 자체평가 실시를 위한 조직 운영이 적절한가,중장기 발전계획과 연계한 성과평가 실시를 위한 조직 운영이 적절한가,needs_review,possible_candidate,2,low_similarity_match;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00706,신설후보,5.1,성과관리,1.4,성과관리체계 구축 및 운영,sub_items,item:2.sub:001,true,주요 점검사항,checkpoints,0.562,c3__5_1__checkpoints__item:2.sub:001,c4__1_4__checkpoints__item:2.sub:001,"조직구성, 회의자료, 결과보고서 등","관련 조직(위원회 등) 운영 실적, 결과보고서 등",needs_review,weak_candidate,2,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true
4주기 1.4 item6으로 이동. '평가 기준'→'평가 내용 및 기준'으로 변경됨,신규 추가,Change type is heuristic unless verification_status is confirmed.,,chg_00707,신설후보,5.1,성과관리,1.4,성과관리체계 구축 및 운영,items,item:3,true,주요 점검사항,checkpoints,0.553,c3__5_1__checkpoints__item:3,c4__1_4__checkpoints__item:3,대학 자체평가를 체계적으로 적절하게 실시하는가,중장기 발전계획과 연계한 성과평가를 체계적으로 실시하는가,needs_review,weak_candidate,2,low_similarity_match;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00708,신설후보,5.1,성과관리,1.4,성과관리체계 구축 및 운영,sub_items,item:3.sub:001,true,주요 점검사항,checkpoints,0.667,c3__5_1__checkpoints__item:3.sub:001,c4__1_4__checkpoints__item:3.sub:001,"평가 기준, 평가 시기, 평가 방법 등","평가 대상, 평가 시기, 평가 방법, 평가 내용 및 기준 등",needs_review,possible_candidate,5,low_similarity_match;needs_review_status,pending,true
,신규 추가,Change type is heuristic unless verification_status is confirmed.,,chg_00709,신설후보,,,1.4,성과관리체계 구축 및 운영,items,item:4,true,주요 점검사항,checkpoints,,,c4__1_4__checkpoints__item:4,,중장기 발전계획과 연계한 성과평가 결과에 대한 환류가 적절하게 이루어지고 있는가,needs_review,weak_candidate,5,target_only_new_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00710,신설후보,,,1.4,성과관리체계 구축 및 운영,sub_items,item:4.sub:001,true,주요 점검사항,checkpoints,,,c4__1_4__checkpoints__item:4.sub:001,,중장기 발전계획과 연계한 성과평가 결과 공개 실적,needs_review,weak_candidate,2,target_only_new_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00711,신설후보,5.1,성과관리,1.4,성과관리체계 구축 및 운영,sub_items,item:4.sub:002,true,주요 점검사항,checkpoints,0.585,c3__5_1__checkpoints__item:4.sub:002,c4__1_4__checkpoints__item:4.sub:002,대학 자체평가 결과를 반영한 개선 실적,중장기 발전계획과 연계한 성과평가 결과를 반영한 개선 실적,needs_review,weak_candidate,2,low_similarity_match;needs_review_status,pending,true
4주기 1.4 item7로 이동,,Change type is heuristic unless verification_status is confirmed.,,chg_00712,신설후보,5.1,성과관리,1.4,성과관리체계 구축 및 운영,items,item:5,true,주요 점검사항,checkpoints,0.579,c3__5_1__checkpoints__item:4,c4__1_4__checkpoints__item:5,대학 자체평가 결과에 대한 환류가 적절한가,대학 자체평가 실시를 위한 조직 운영이 적절한가,needs_review,strong_candidate,5,low_similarity_match;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00713,신설후보,,,1.4,성과관리체계 구축 및 운영,sub_items,item:5.sub:001,true,주요 점검사항,checkpoints,,,c4__1_4__checkpoints__item:5.sub:001,,"관련 조직(위원회 등) 운영 실적, 결과보고서 등",needs_review,weak_candidate,2,target_only_new_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00714,신설후보,,,1.4,성과관리체계 구축 및 운영,items,item:6,true,주요 점검사항,checkpoints,,,c4__1_4__checkpoints__item:6,,대학 자체평가를 체계적으로 실시하는가,needs_review,strong_candidate,5,target_only_new_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00715,신설후보,,,1.4,성과관리체계 구축 및 운영,sub_items,item:6.sub:001,true,주요 점검사항,checkpoints,,,c4__1_4__checkpoints__item:6.sub:001,,"평가 대상, 평가 시기, 평가 방법, 평가 내용 및 기준 등",needs_review,possible_candidate,5,target_only_new_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00716,신설후보,5.1,성과관리,1.4,성과관리체계 구축 및 운영,items,item:7,true,주요 점검사항,checkpoints,0.600,c3__5_1__checkpoints__item:4.sub:001,c4__1_4__checkpoints__item:7,대학 자체평가 결과 공개 실적,대학 자체평가 결과에 대한 환류는 적절한가,needs_review,strong_candidate,5,low_similarity_match;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00717,신설후보,,,1.4,성과관리체계 구축 및 운영,sub_items,item:7.sub:001,true,주요 점검사항,checkpoints,,,c4__1_4__checkpoints__item:7.sub:001,,대학 자체평가 결과 공개 실적,needs_review,strong_candidate,5,target_only_new_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00718,신설후보,,,1.4,성과관리체계 구축 및 운영,sub_items,item:7.sub:002,true,주요 점검사항,checkpoints,,,c4__1_4__checkpoints__item:7.sub:002,,대학 자체평가 결과를 반영한 개선 실적,needs_review,strong_candidate,5,target_only_new_or_move_review;needs_review_status,pending,true
4주기 1.5 item4로 이동됨 4주기 1.5 item4로 이동. 체계·운영·문항 구성 세부항목으로 확대됨,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00719,이동후보,5.1,성과관리,1.4,성과관리체계 구축 및 운영,,,true,주요 점검사항,checkpoints,,c3__5_1__checkpoints__item:5,,교육만족도 조사를 실시하며 조사의 내용과 방법은 적절한가,,needs_review,weak_candidate,5,source_only_delete_or_move_review;needs_review_status,pending,true
4주기 1.5 item5로 이동됨 4주기 1.5 item5로 이동,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00720,이동후보,5.1,성과관리,1.4,성과관리체계 구축 및 운영,,,true,주요 점검사항,checkpoints,,c3__5_1__checkpoints__item:6,,교육만족도 조사 결과 환류가 적절한가,,needs_review,weak_candidate,5,source_only_delete_or_move_review;needs_review_status,pending,true
4주기 1.5 item1로 단일화됨(신입생 충원율과 통합),,Change type is heuristic unless verification_status is confirmed.,기준값/정량;산식/기준산정;실적기간,chg_00721,변경,5.2,교육성과,1.5,교육성과,items,item:1,true,주요 점검사항,checkpoints,0.873,c3__5_2__checkpoints__item:2,c4__1_5__checkpoints__item:1,정원내 재학생 충원율의 최근 3년간 평균이 기준값을 충족하고 있는가,학생 충원 성과의 최근 3년간 평균이 기준값을 충족하고 있는가,needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true
4주기 1.5 item2(졸업생 진로 성과)로 이동·변경됨. '취업률'→'진로 성과'로 확대됨 4주기 1.5 item2(졸업생 진로 성과)로 이동됨. '취업률'→'진로 성과'로 확대됨,,Change type is heuristic unless verification_status is confirmed.,기준값/정량;산식/기준산정;실적기간,chg_00722,변경,5.4,취·창업지원 및 성과 (이동 항목),1.5,교육성과,items,item:2,true,주요 점검사항,checkpoints,0.868,c3__5_4__checkpoints__item:1,c4__1_5__checkpoints__item:2,졸업생 취업률의 최근 3년간 평균이 기준값을 충족하고 있는가,졸업생 진로 성과의 최근 3년간 평균이 기준값을 충족하고 있는가,needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00723,신설후보,,,1.5,교육성과,items,item:3,true,주요 점검사항,checkpoints,,,c4__1_5__checkpoints__item:3,,학생학습성과 제고를 위한 운영 실적 및 환류 체계는 적절한가,needs_review,weak_candidate,5,manual_complex_nm_criterion;target_only_new_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00724,신설후보,1.1,교육목표 및 인재상,1.5,교육성과,sub_items,item:3.sub:001,true,주요 점검사항,checkpoints,0.692,c3__1_1__checkpoints__item:4.sub:001,c4__1_5__checkpoints__item:3.sub:001,인재상에 부합하는 학생역량을 함양하기 위한 전반적인 제도와 프로그램,학생역량을 함양하기 위한 제도와 프로그램 운영 실적,needs_review,possible_candidate,3,manual_complex_nm_criterion;low_similarity_match;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00725,변경,1.1,교육목표 및 인재상,1.5,교육성과,sub_items,item:3.sub:002,true,주요 점검사항,checkpoints,0.818,c3__1_1__checkpoints__item:4.sub:002,c4__1_5__checkpoints__item:3.sub:002,학생역량 평가 및 환류 체계,학생역량 진단 및 환류 체계,needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status,pending,true
