candidate_id,candidate_type,verification_status,candidate_only_warning,section_type,section_label,source_file,source_file_date,input_index,json_path,source_id,ai_group_id,ai_theme,ai_mapping_type,ai_mapping_note,cycle4_criterion,cycle4_title,cycle_context,criterion_context,title_context
cand_00434,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,3,cycle_3[0].items[0].mapping_note,c3__1_4__checkpoints__item:1,,,,4주기에서 '세입 중 법인전입금 비율(사립대)' → '법인 책무성(사립대학)'으로 변경. 기준값 산정방식 3가지 중 택1로 확대됨,,,3,1.4,재정 확보
cand_00435,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,3,cycle_3[0].items[1].mapping_note,c3__1_4__checkpoints__item:2,,,,4주기 1.3 item2로 이동,,,3,1.4,재정 확보
cand_00436,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,3,cycle_3[0].items[2].mapping_note,c3__1_4__checkpoints__item:3,,,,4주기 1.3 item3으로 이동,,,3,1.4,재정 확보
cand_00437,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,3,cycle_3[0].items[3].mapping_note,c3__1_4__checkpoints__item:4,,,,4주기 1.3 item4로 이동,,,3,1.4,재정 확보
cand_00438,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,3,cycle_3[1].items[0].mapping_note,c3__1_5__checkpoints__item:1,,,,4주기 1.3 item5로 이동,,,3,1.5,재정 집행
cand_00439,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,3,cycle_3[1].items[1].mapping_note,c3__1_5__checkpoints__item:2,,,,4주기 1.3 item6으로 이동,,,3,1.5,재정 집행
cand_00440,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,3,cycle_3[1].items[2].mapping_note,c3__1_5__checkpoints__item:3,,,,4주기 1.3 item7으로 이동,,,3,1.5,재정 집행
cand_00441,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,3,cycle_3[1].items[3].mapping_note,c3__1_5__checkpoints__item:4,,,,4주기 1.3 item8으로 이동,,,3,1.5,재정 집행
cand_00442,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,4,$,,4,성과관리체계,이동 (1:1),3주기 5.1(성과관리)이 4주기 1.4(성과관리체계 구축 및 운영)으로 영역 이동됨(5영역→1영역). 4주기에서 '중장기 발전계획 연계 성과평가' 항목(items 2-4) 신규 추가됨. 3주기 item1에 '연구' 추가('교육 전반'→'교육·연구 전반'). 3주기 items 2-3(자체평가 조직+실시)이 4주기 items 5-6으로 이동. 3주기 item4가 4주기 item7로 이동. 3주기 items 5-6(교육만족도)는 4주기 1.5 items 4-5로 이동.,1.4,성과관리체계 구축 및 운영,,,
cand_00443,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,4,cycle_4.items[1].mapping_note,c4__1_4__checkpoints__item:2,,,,신규 추가,,,4,1.4,성과관리체계 구축 및 운영
cand_00444,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,4,cycle_4.items[2].mapping_note,c4__1_4__checkpoints__item:3,,,,신규 추가,,,4,1.4,성과관리체계 구축 및 운영
cand_00445,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,4,cycle_4.items[3].mapping_note,c4__1_4__checkpoints__item:4,,,,신규 추가,,,4,1.4,성과관리체계 구축 및 운영
cand_00446,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,4,cycle_3[0].items[0].mapping_note,c3__5_1__checkpoints__item:1,,,,4주기 1.4 item1으로 이동. '교육 전반'→'교육·연구 전반'으로 변경됨,,,3,5.1,성과관리
cand_00447,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,4,cycle_3[0].items[1].mapping_note,c3__5_1__checkpoints__item:2,,,,4주기 1.4 item5로 이동,,,3,5.1,성과관리
cand_00448,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,4,cycle_3[0].items[2].mapping_note,c3__5_1__checkpoints__item:3,,,,4주기 1.4 item6으로 이동. '평가 기준'→'평가 내용 및 기준'으로 변경됨,,,3,5.1,성과관리
cand_00449,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,4,cycle_3[0].items[3].mapping_note,c3__5_1__checkpoints__item:4,,,,4주기 1.4 item7로 이동,,,3,5.1,성과관리
cand_00450,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,4,cycle_3[0].items[4].mapping_note,c3__5_1__checkpoints__item:5,,,,4주기 1.5 item4로 이동됨,,,3,5.1,성과관리
cand_00451,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,4,cycle_3[0].items[5].mapping_note,c3__5_1__checkpoints__item:6,,,,4주기 1.5 item5로 이동됨,,,3,5.1,성과관리
cand_00452,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,5,$,,5,교육성과,통합 (N:1),"4주기 1.5는 3주기 5.2(교육성과) items 1-2를 통합(단일화됨), 3주기 5.2 item3(충원율 제고 노력) 삭제됨, 3주기 1.1 item4(학생학습성과 제고)가 item3으로 이동, 3주기 5.4 item1(졸업생 취업률)이 item2(졸업생 진로 성과)로 이동·변경됨, 3주기 5.1 items 5-6(교육만족도)가 items 4-5로 이동됨.",1.5,교육성과,,,
cand_00453,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,5,cycle_3[0].items[0].mapping_note,c3__5_2__checkpoints__item:1,,,,4주기 1.5 item1로 단일화됨(재학생 충원율과 통합),,,3,5.2,교육성과
cand_00454,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,5,cycle_3[0].items[1].mapping_note,c3__5_2__checkpoints__item:2,,,,4주기 1.5 item1로 단일화됨(신입생 충원율과 통합),,,3,5.2,교육성과
cand_00455,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,5,cycle_3[0].items[2].mapping_note,c3__5_2__checkpoints__item:3,,,,4주기에서 삭제됨,,,3,5.2,교육성과
cand_00456,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,5,cycle_3[1].items[0].mapping_note,c3__1_1__checkpoints__item:4,,,,3주기 1.1 item4에서 4주기 1.5 item3으로 이동. '평가'→'진단'으로 변경됨,,,3,1.1,교육목표 및 인재상 (이동 항목)
cand_00457,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,5,cycle_3[2].items[0].mapping_note,c3__5_4__checkpoints__item:1,,,,4주기 1.5 item2(졸업생 진로 성과)로 이동·변경됨. '취업률'→'진로 성과'로 확대됨,,,3,5.4,취·창업지원 및 성과 (이동 항목)
cand_00458,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,5,cycle_3[3].items[0].mapping_note,c3__5_1__checkpoints__item:5,,,,4주기 1.5 item4로 이동. 체계·운영·문항 구성 세부항목으로 확대됨,,,3,5.1,성과관리 (이동 항목)
cand_00459,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,5,cycle_3[3].items[1].mapping_note,c3__5_1__checkpoints__item:6,,,,4주기 1.5 item5로 이동,,,3,5.1,성과관리 (이동 항목)
cand_00460,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,6,$,,6,사회공헌 및 지역사회 연계·협력,통합 (N:1),"3주기 5.5(사회봉사)와 5.6(지역사회 연계·협력)이 4주기 1.6으로 통합됨. 3주기 5.5 item1에 '인재상' 추가, '정책'→'정책 및 계획'으로 변경. 3주기 5.5 items 3+4+6이 4주기 item3으로 단일화됨. 3주기 5.5 item5가 4주기 item2로 이동·sub_items 추가. 4주기 item4(사회공헌 활동 실천 계획) 신규 추가. 3주기 5.6 items 1-2가 4주기 item5로 단일화됨. 3주기 5.6 items 3-4가 4주기 item6으로 단일화됨.",1.6,사회공헌 및 지역사회 연계·협력,,,
cand_00461,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,6,cycle_4.items[3].mapping_note,c4__1_6__checkpoints__item:4,,,,신규 추가,,,4,1.6,사회공헌 및 지역사회 연계·협력
cand_00462,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,6,cycle_3[0].items[0].mapping_note,c3__5_5__checkpoints__item:1,,,,"4주기 item1로 이동. '인재상' 추가, '정책'→'정책 및 계획'으로 변경됨",,,3,5.5,사회봉사
cand_00463,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,6,cycle_3[0].items[1].mapping_note,c3__5_5__checkpoints__item:2,,,,"4주기 item3으로 통합됨. items 3, 4, 6과 합쳐져 단일화됨",,,3,5.5,사회봉사
cand_00464,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,6,cycle_3[0].items[2].mapping_note,c3__5_5__checkpoints__item:3,,,,4주기 item3으로 단일화됨,,,3,5.5,사회봉사
cand_00465,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,6,cycle_3[0].items[3].mapping_note,c3__5_5__checkpoints__item:4,,,,4주기 item3으로 단일화됨,,,3,5.5,사회봉사
cand_00466,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,6,cycle_3[0].items[4].mapping_note,c3__5_5__checkpoints__item:5,,,,"4주기 item2로 이동. 세부항목(규정, 조직, 인력, 예산) 추가됨",,,3,5.5,사회봉사
cand_00467,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,6,cycle_3[0].items[5].mapping_note,c3__5_5__checkpoints__item:6,,,,4주기 item3의 sub_item으로 통합됨,,,3,5.5,사회봉사
cand_00468,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,6,cycle_3[1].items[0].mapping_note,c3__5_6__checkpoints__item:1,,,,4주기 item5로 단일화됨(item2와 통합),,,3,5.6,지역사회 연계·협력
cand_00469,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,6,cycle_3[1].items[1].mapping_note,c3__5_6__checkpoints__item:2,,,,4주기 item5로 단일화됨(item1과 통합). 해외기관 포함으로 범위 확대됨,,,3,5.6,지역사회 연계·협력
cand_00470,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,6,cycle_3[1].items[2].mapping_note,c3__5_6__checkpoints__item:3,,,,4주기 item6으로 단일화됨(item4와 통합). '교육·연구·산학협력 성과 공유'로 변경됨,,,3,5.6,지역사회 연계·협력
cand_00471,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,6,cycle_3[1].items[3].mapping_note,c3__5_6__checkpoints__item:4,,,,4주기 item6으로 단일화됨(item3과 통합),,,3,5.6,지역사회 연계·협력
cand_00472,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,7,$,,7,교육과정 체계,변경됨 (1:1),"3주기 2.1과 4주기 2.1은 1:1 대응. item1의 '비교과과정의 연계' 삭제됨. item2의 '적절하게'→'체계적으로' 변경, '학사구조 개편에 따른 교육과정 편성 현황' 세부항목 신규 추가. item3의 '위원의 전문성'→'운영 절차'로 변경, 위원회 개최 횟수에 '학기당 1회 이상' 기준 추가. item4의 환류 실적에 '정기개편, 수시개편 등' 추가.",2.1,교육과정 체계,,,
cand_00473,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,7,cycle_3[0].items[0].mapping_note,c3__2_1__checkpoints__item:1,,,,4주기에서 '비교과과정의 연계' 삭제됨,,,3,2.1,교육과정 체계
cand_00474,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,7,cycle_3[0].items[1].mapping_note,c3__2_1__checkpoints__item:2,,,,4주기에서 '적절하게'→'체계적으로' 변경. '학사구조 개편에 따른 교육과정 편성 현황' 신규 추가됨,,,3,2.1,교육과정 체계
cand_00475,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,7,cycle_3[0].items[2].mapping_note,c3__2_1__checkpoints__item:3,,,,4주기에서 '위원의 전문성'→'운영 절차'로 변경. '학기당 1회 이상 개최' 기준 추가됨,,,3,2.1,교육과정 체계
cand_00476,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,7,cycle_3[0].items[3].mapping_note,c3__2_1__checkpoints__item:4,,,,"4주기에서 환류 실적에 '정기개편, 수시개편 등' 추가됨",,,3,2.1,교육과정 체계
cand_00477,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,8,$,,8,교양교육과정,변경됨 (1:1),"3주기 2.2와 4주기 2.2는 1:1 대응. 항목 순서 변경(3주기 item2→4주기 item1으로 상향). 3주기 item1의 '졸업 이수 학점에서 교양 이수 학점의 비율' 세부항목 삭제됨. 3주기 item3의 '강좌당 평균 수강학생 수', '101명 이상 대규모 강좌 비율' 삭제, '학생 규모별 강좌수'로 대체됨. '강좌 운영의 내실화를 위한 질 관리' 신규 추가.",2.2,교양교육과정,,,
cand_00478,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,8,cycle_3[0].items[0].mapping_note,c3__2_2__checkpoints__item:1,,,,4주기에서 item2로 이동. '졸업 이수 학점에서 교양 이수 학점의 비율' 세부항목 삭제됨,,,3,2.2,교양교육과정
cand_00479,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,8,cycle_3[0].items[1].mapping_note,c3__2_2__checkpoints__item:2,,,,4주기에서 item1으로 상향. '핵심역량과의 연계' 세부항목 추가됨,,,3,2.2,교양교육과정
cand_00480,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,8,cycle_3[0].items[2].mapping_note,c3__2_2__checkpoints__item:3,,,,"4주기에서 '강좌당 평균 수강학생 수', '대규모 강좌 비율'→'학생 규모별 강좌수'로 대체됨. '강좌 운영의 내실화를 위한 질 관리' 신규 추가됨",,,3,2.2,교양교육과정
cand_00481,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,8,cycle_3[0].items[3].mapping_note,c3__2_2__checkpoints__item:4,,,,4주기에서 '적절한가'→'마련되어 있는가'로 변경됨,,,3,2.2,교양교육과정
cand_00482,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,9,$,,9,전공교육과정,변경됨 (1:1),"3주기 2.3과 4주기 2.3은 1:1 대응. item1의 '(교과과정 및 비교과과정)' 삭제, '전공역량'→'전공능력'으로 변경. item3의 '실험·실습·실기'→'실험·실습·실기·설계'로 확대. item5에 '소단위 전공 제도' 추가 및 관련 세부항목 신규 추가. 전공 이수 학점 비율의 권장기준 문구 삭제됨.",2.3,전공교육과정,,,
cand_00483,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,9,cycle_3[0].items[0].mapping_note,c3__2_3__checkpoints__item:1,,,,"4주기에서 '(교과과정 및 비교과과정)' 삭제, '전공역량'→'전공능력'으로 변경됨",,,3,2.3,전공교육과정
cand_00484,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,9,cycle_3[0].items[1].mapping_note,c3__2_3__checkpoints__item:2,,,,4주기에서 전공필수 비율 권장기준 문구 삭제됨,,,3,2.3,전공교육과정
cand_00485,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,9,cycle_3[0].items[2].mapping_note,c3__2_3__checkpoints__item:3,,,,4주기에서 '실험·실습·실기·설계'로 확대됨,,,3,2.3,전공교육과정
cand_00486,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,9,cycle_3[0].items[3].mapping_note,c3__2_3__checkpoints__item:4,,,,4주기에서 '이수 지원 안내'→'이수 지원 안내 현황'으로 변경됨,,,3,2.3,전공교육과정
cand_00487,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,9,cycle_3[0].items[4].mapping_note,c3__2_3__checkpoints__item:5,,,,4주기에서 '소단위 전공 제도' 추가됨. 소단위 전공 관련 세부항목 신규 추가됨,,,3,2.3,전공교육과정
cand_00488,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,10,$,,10,학사관리,변경됨 (1:1),"3주기 2.4와 4주기 2.4는 1:1 대응. item1의 '체제'→'체계'로 변경, '교육과정 운영에 맞는' 삭제. item2에 '분반(권장기준: 50~60명)' 기준 추가, '학사구조 개편에 따른 학사관리 조치' 세부항목 신규 추가. item3에 '학습부진 학생 지원 체계' 신규 추가. item4의 '(성적)'→'(성적평가)'로 변경됨.",2.4,학사관리,,,
cand_00489,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,10,cycle_3[0].items[0].mapping_note,c3__2_4__checkpoints__item:1,,,,"4주기에서 '체제'→'체계', 순서 변경(지침·규정→규정·지침), '교육과정 운영에 맞는' 삭제됨",,,3,2.4,학사관리
cand_00490,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,10,cycle_3[0].items[1].mapping_note,c3__2_4__checkpoints__item:2,,,,4주기에서 '분반(권장기준: 50~60명)' 기준 추가. '학사구조 개편에 따른 학사관리 조치' 신규 추가됨,,,3,2.4,학사관리
cand_00491,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,10,cycle_3[0].items[2].mapping_note,c3__2_4__checkpoints__item:3,,,,4주기에서 '학습부진 학생 지원 체계' 신규 추가됨,,,3,2.4,학사관리
cand_00492,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,10,cycle_3[0].items[3].mapping_note,c3__2_4__checkpoints__item:4,,,,4주기에서 '(성적)'→'(성적평가)'로 변경됨,,,3,2.4,학사관리
cand_00493,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,11,$,,11,수업,변경됨 (1:1),"3주기 2.5와 4주기 2.5는 1:1 대응. item1에 '유형별' 추가, 강의시수 고정값(9시간, 12시간) 삭제, '강의시수 상한선 제한 여부' 신규 추가. item3에 '원격수업 지원 및 질 관리 체계' 신규 추가. item4의 '평가 참여 학생 비율', '평가결과 공개 방법 및 범위'→'평가결과 공개에 대한 구성원의 인지 및 결과 활용'으로 변경. item5에 '수업평가 하위교원 지원 체계' 신규 추가.",2.5,수업,,,
cand_00494,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,11,cycle_3[0].items[0].mapping_note,c3__2_5__checkpoints__item:1,,,,"4주기에서 '유형별' 추가, '9시간'·'12시간' 고정값 삭제, '강의시수 상한선 제한 여부' 신규 추가됨",,,3,2.5,수업
cand_00495,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,11,cycle_3[0].items[2].mapping_note,c3__2_5__checkpoints__item:3,,,,4주기에서 '원격수업 지원 및 질 관리 체계' 신규 추가됨,,,3,2.5,수업
cand_00496,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,11,cycle_3[0].items[3].mapping_note,c3__2_5__checkpoints__item:4,,,,"4주기에서 '평가 참여 학생 비율', '평가결과 공개 방법 및 범위'→'평가결과 공개에 대한 구성원의 인지 및 결과 활용'으로 통합·변경됨",,,3,2.5,수업
cand_00497,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,11,cycle_3[0].items[4].mapping_note,c3__2_5__checkpoints__item:5,,,,4주기에서 '수업평가 하위교원 지원 체계' 신규 추가됨,,,3,2.5,수업
cand_00498,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,12,$,,12,교수-학습 지원,변경됨 (1:1),"3주기 2.6과 4주기 2.6은 1:1 대응. item1의 박사학위 소지자 정규직 기준이 '학부 재학생 3,000명 초과'→'5,000명 초과'로 완화됨. item5에 '요구도 조사' 추가 및 관련 세부항목 신규 추가됨.",2.6,교수-학습 지원,,,
cand_00499,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,checkpoints,주요 점검사항,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2026-04-21,12,cycle_3[0].items[0].mapping_note,c3__2_6__checkpoints__item:1,,,,"4주기에서 박사학위 정규직 기준이 '3,000명 초과'→'5,000명 초과'로 완화됨",,,3,2.6,교수-학습 지원
